IMPLEMENTED BY,RMF CONTROL FAMILY,RMF CONTROL NUMBER,RMF CONTROL NAME - CONTROL ENHANCEMENT NAME,BASELINE IMPACT,CSF FUNCTION,CSF CATEGORY,CSF SUBCATEGORY,PRIVACY,HVA,FSA,FPKI
O,SUPPLY CHAIN RISK MANAGEMENT,SR-11(2),CONFIGURATION CONTROL FOR COMPONENT SERVICE AND REPAIR,L/M/H,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-11(3),ANTI-COUNTERFEIT SCANNING,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-12,COMPONENT DISPOSAL,L/M/H,PROTECT,PR.IP,PR.IP-6,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-2,SUPPLY CHAIN RISK MANAGEMENT PLAN,L/M/H,IDENTIFY,ID.BE,ID.BE-4,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-2,SUPPLY CHAIN RISK MANAGEMENT PLAN,L/M/H,IDENTIFY,ID.SC,ID.SC-1,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-2,SUPPLY CHAIN RISK MANAGEMENT PLAN,L/M/H,IDENTIFY,ID.SC,ID.SC-2,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-2,SUPPLY CHAIN RISK MANAGEMENT PLAN,L/M/H,IDENTIFY,ID.SC,ID.SC-3,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-2(1),ESTABLISH SCRM TEAM,L/M/H,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-3(1),DIVERSE SUPPLY BASE,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-3(2),LIMITATION OF HARM,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-3(3),SUB-TIER FLOW DOWN,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-4,PROVENANCE,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-4(1),IDENTITY,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-4(2),TRACK AND TRACE,NA,NA,NA,NA,NO,YES,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-4(3),VALIDATE AS GENUINE AND NOT ALTERED,NA,NA,NA,NA,NO,YES,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-4(4),SUPPLY CHAIN INTEGRITY — PEDIGREE,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-5,"ACQUISITION STRATEGIES, TOOLS, AND METHODS",L/M/H,IDENTIFY,ID.SC,ID.SC-1,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-5,"ACQUISITION STRATEGIES, TOOLS, AND METHODS",L/M/H,IDENTIFY,ID.SC,ID.SC-2,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-5,"ACQUISITION STRATEGIES, TOOLS, AND METHODS",L/M/H,IDENTIFY,ID.SC,ID.SC-3,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-5(1),ADEQUATE SUPPLY,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-5(2),"ASSESSMENTS PRIOR TO SELECTION, ACCEPTANCE, MODIFICATION, OR UPDATE",NA,NA,NA,NA,NO,YES,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-6,SUPPLIER ASSESSMENTS AND REVIEWS,M/H,IDENTIFY,ID.SC,ID.SC-2,NO,YES,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-6,SUPPLIER ASSESSMENTS AND REVIEWS,M/H,RESPOND,RS.AN,RS.AN-5,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-6(1),TESTING AND ANALYSIS,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-7,SUPPLY CHAIN OPERATIONS SECURITY,NA,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-8,NOTIFICATION AGREEMENTS,L/M/H,NA,NA,NA,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-9,TAMPER RESISTANCE AND DETECTION,H,DETECT,DE.DP,DE.DP-2,NO,YES,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-9(1),MULTIPLE STAGES OF SYSTEM DEVELOPMENT LIFE CYCLE,H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-1,POLICY AND PROCEDURES,L/M/H,DETECT,DE.DP,DE.DP-2,NO,NO,YES,YES
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-1,NO,NO,YES,YES
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-3,NO,NO,YES,YES
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-15(3),DISABLING AND REMOVAL IN SECURE WORK AREAS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-18,MOBILE CODE,M/H,DETECT,DE.CM,DE.CM-5,NO,NO,YES,YES
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-18(2),"ACQUISITION, DEVELOPMENT, AND USE",NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-28(2),OFFLINE STORAGE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-29,HETEROGENEITY,NA,NA,NA,NA,NO,NO,YES,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-29(1),VIRTUALIZATION TECHNIQUES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-30,CONCEALMENT AND MISDIRECTION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-30(2),RANDOMNESS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-30(3),CHANGE PROCESSING AND STORAGE LOCATIONS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-30(4),MISLEADING INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-30(5),CONCEALMENT OF SYSTEM COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-31,COVERT CHANNEL ANALYSIS,NA,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-31(1),TEST COVERT CHANNELS FOR EXPLOITABILITY,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-31(2),MAXIMUM BANDWIDTH,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-31(3),MEASURE BANDWIDTH IN OPERATIONAL ENVIRONMENTS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-34(1),NO WRITABLE STORAGE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-34(2),INTEGRITY PROTECTION AND READ-ONLY MEDIA,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-36,DISTRIBUTED PROCESSING AND STORAGE,NA,NA,NA,NA,NO,NO,YES,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-36(1),POLLING TECHNIQUES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-36(2),SYNCHRONIZATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-37,OUT-OF-BAND CHANNELS,NA,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-37(1),ENSURE DELIVERY AND TRANSMISSION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-38,OPERATIONS SECURITY,NA,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-42(1),REPORTING TO AUTHORIZED INDIVIDUALS OR ROLES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-42(2),AUTHORIZED USE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-42(4),NOTICE OF COLLECTION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-42(5),COLLECTION MINIMIZATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(25),UNCLASSIFIED NATIONAL SECURITY SYSTEM CONNECTIONS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(26),CLASSIFIED NATIONAL SECURITY SYSTEM CONNECTIONS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(27),UNCLASSIFIED NON-NATIONAL SECURITY SYSTEM CONNECTIONS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(28),CONNECTIONS TO PUBLIC NETWORKS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND COMMUNICATIONS PROTECTION,SC-7(4),EXTERNAL TELECOMMUNICATIONS SERVICES,M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-1,POLICY AND PROCEDURES,L/M/H,DETECT,DE.DP,DE.DP-2,YES,NO,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-1,YES,NO,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-3,YES,NO,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-10(2),REVIEW AND RESOLVE ERRORS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-12,INFORMATION MANAGEMENT AND RETENTION,L/M/H,NA,NA,NA,YES,NO,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-12(1),LIMIT PERSONALLY IDENTIFIABLE INFORMATION ELEMENTS,NA,NA,NA,NA,YES,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-12(2),"MINIMIZE PERSONALLY IDENTIFIABLE INFORMATION IN TESTING, TRAINING, AND RESEARCH",NA,NA,NA,NA,YES,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-12(3),INFORMATION DISPOSAL,NA,NA,NA,NA,YES,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-13,PREDICTABLE FAILURE PREVENTION,NA,NA,NA,NA,NO,NO,YES,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-13(1),TRANSFERRING COMPONENT RESPONSIBILITIES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-13(3),MANUAL TRANSFER BETWEEN COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-13(5),FAILOVER CAPABILITY,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-14,NON-PERSISTENCE,NA,NA,NA,NA,NO,NO,YES,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-14(1),REFRESH FROM TRUSTED SOURCES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-14(2),NON-PERSISTENT INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-14(3),NON-PERSISTENT CONNECTIVITY,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-19(7),VALIDATED ALGORITHMS AND SOFTWARE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-2,FLAW REMEDIATION,L/M/H,IDENTIFY,ID.RA,ID.RA-1,NO,YES,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-2,FLAW REMEDIATION,L/M/H,PROTECT,PR.IP,PR.IP-12,NO,YES,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-2(2),AUTOMATED FLAW REMEDIATION STATUS,M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-2(3),TIME TO REMEDIATE FLAWS AND BENCHMARKS FOR CORRECTIVE ACTIONS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-3(10),MALICIOUS CODE ANALYSIS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-3(6),TESTING AND VERIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-4(10),VISIBILITY OF ENCRYPTED COMMUNICATIONS,H,NA,NA,NA,NO,YES,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-4(17),INTEGRATED SITUATIONAL AWARENESS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-4(19),RISK FOR INDIVIDUALS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-4(21),PROBATIONARY PERIODS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-4(23),HOST-BASED DEVICES,NA,NA,NA,NA,NO,YES,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-4(9),TESTING OF MONITORING TOOLS AND MECHANISMS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-5,"SEURITY ALERTS, ADVISORIES, AND DIRECTIVES",L/M/H,IDENTIFY,ID.RA,ID.RA-1,NO,YES,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-5,"SEURITY ALERTS, ADVISORIES, AND DIRECTIVES",L/M/H,IDENTIFY,ID.RA,ID.RA-2,NO,YES,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-5,"SEURITY ALERTS, ADVISORIES, AND DIRECTIVES",L/M/H,IDENTIFY,ID.RA,ID.RA-3,NO,YES,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-5,"SEURITY ALERTS, ADVISORIES, AND DIRECTIVES",L/M/H,RESPOND,RS.AN,RS.AN-5,NO,YES,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-5,"SEURITY ALERTS, ADVISORIES, AND DIRECTIVES",L/M/H,RESPOND,RS.CO,RS.CO-5,NO,YES,YES,YES
O,SYSTEM AND INFORMATION INTEGRITY,SI-5(1),AUTOMATED ALERTS AND ADVISORIES,H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-6(3),REPORT VERIFICATION RESULTS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-7(16),TIME LIMIT ON PROCESS EXECUTION WITHOUT SUPERVISION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-7(3),CENTRALLY MANAGED INTEGRITY TOOLS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-7(7),INTEGRATION OF DETECTION AND RESPONSE,M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND INFORMATION INTEGRITY,SI-8,SPAM PROTECTION,M/H,DETECT,DE.CM,DE.CM-4,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-1,POLICY AND PROCEDURES,L/M/H,DETECT,DE.DP,DE.DP-2,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-1,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-3,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-10,DEVELOPER CONFIGURATION MANAGEMENT,M/H,PROTECT,PR.DS,PR.DS-8,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-10,DEVELOPER CONFIGURATION MANAGEMENT,M/H,PROTECT,PR.IP,PR.IP-1,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-10,DEVELOPER CONFIGURATION MANAGEMENT,M/H,PROTECT,PR.IP,PR.IP-2,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-10,DEVELOPER CONFIGURATION MANAGEMENT,M/H,PROTECT,PR.IP,PR.IP-3,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-10(1),SOFTWARE AND FIRMWARE INTEGRITY VERIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-10(2),ALTERNATIVE CONFIGURATION MANAGEMENT PROCESSES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-10(3),HARDWARE INTEGRITY VERIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-10(4),TRUSTED GENERATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-10(5),MAPPING INTEGRITY FOR VERSION CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-10(6),TRUSTED DISTRIBUTION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-10(7),SECURITY AND PRIVACY REPRESENTATIVES,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11,DEVELOPER TESTING AND EVALUATION,M/H,IDENTIFY,ID.RA,ID.RA-1,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-11,DEVELOPER TESTING AND EVALUATION,M/H,IDENTIFY,ID.SC,ID.SC-4,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-11,DEVELOPER TESTING AND EVALUATION,M/H,PROTECT,PR.IP,PR.IP-2,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-11(1),STATIC CODE ANALYSIS,NA,NA,NA,NA,NO,YES,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(2),THREAT MODELING AND VULNERABILITY ANALYSES,NA,NA,NA,NA,NO,YES,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(3),INDEPENDENT VERIFICATION OF ASSESSMENT PLANS AND EVIDENCE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(4),MANUAL CODE REVIEWS,NA,NA,NA,NA,NO,YES,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(5),PENETRATION TESTING,NA,NA,NA,NA,NO,YES,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(6),ATTACK SURFACE REVIEWS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(7),VERIFY SCOPE OF TESTING AND EVALUATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(8),DYNAMIC CODE ANALYSIS,NA,NA,NA,NA,NO,YES,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-11(9),INTERACTIVE APPLICATION SECURITY TESTING,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15,"DEVELOPMENT PROCESS, STANDARDS, AND TOOLS",M/H,IDENTIFY,ID.SC,ID.SC-2,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-15,"DEVELOPMENT PROCESS, STANDARDS, AND TOOLS",M/H,NA,NA,NA,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-15(1),QUALITY METRICS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(10),INCIDENT RESPONSE PLAN,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(11),ARCHIVE SYSTEM OR COMPONENT,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(12),MINIMIZE PERSONALLY IDENTIFIABLE INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(2),SECURITY AND PRIVACY TRACKING TOOLS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(3),CRITICALITY ANALYSIS,M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(5),ATTACK SURFACE REDUCTION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(6),CONTINUOUS IMPROVEMENT,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(7),AUTOMATED VULNERABILITY ANALYSIS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-15(8),REUSE OF THREAT AND VULNERABILITY INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-16,DEVELOPER-PROVIDED TRAINING,H,NA,NA,NA,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-17,DEVELOPER SECURITY AND PRIVACY ARCHITECTURE DESIGN,H,IDENTIFY,ID.AM,ID.AM-3,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-17,DEVELOPER SECURITY AND PRIVACY ARCHITECTURE DESIGN,H,NA,NA,NA,NO,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-17(1),FORMAL POLICY MODEL,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(2),SECURITY-RELEVANT COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(3),FORMAL CORRESPONDENCE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(4),INFORMAL CORRESPONDENCE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(5),CONCEPTUALLY SIMPLE DESIGN,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(6),STRUCTURE FOR TESTING,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(7),STRUCTURE FOR LEAST PRIVILEGE,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(8),ORCHESTRATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-17(9),DESIGN DIVERSITY,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-2,ALLOCATION OF RESOURCES,L/M/H,IDENTIFY,ID.GV,ID.GV-4,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-20,CUSTOMIZED DEVELOPMENT OF CRITICAL COMPONENTS,NA,IDENTIFY,ID.AM,ID.AM-5,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-20,CUSTOMIZED DEVELOPMENT OF CRITICAL COMPONENTS,NA,IDENTIFY,ID.BE,ID.BE-4,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-20,CUSTOMIZED DEVELOPMENT OF CRITICAL COMPONENTS,NA,IDENTIFY,ID.BE,ID.BE-5,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-20,CUSTOMIZED DEVELOPMENT OF CRITICAL COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-21,DEVELOPER SCREENING,H,PROTECT,PR.IP,PR.IP-11,NO,NO,NO,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-22,UNSUPPORTED SYSTEM COMPONENTS,L/M/H,NA,NA,NA,NO,NO,NO,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-23,SPECIALIZATION,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-3,SYSTEM DEVELOPMENT LIFE CYCLE,L/M/H,PROTECT,PR.IP,PR.IP-2,YES,NO,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-3(1),MANAGE PREPRODUCTION ENVIRONMENT,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-3(2),USE OF LIVE OR OPERATIONAL DATA,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-3(3),TECHNOLOGY REFRESH,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4,ACQUISITION PROCESS,L/M/H,DETECT,DE.CM,DE.CM-6,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-4,ACQUISITION PROCESS,L/M/H,IDENTIFY,ID.SC,ID.SC-3,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-4,ACQUISITION PROCESS,L/M/H,PROTECT,PR.IP,PR.IP-2,YES,YES,YES,YES
O,SYSTEM AND SERVICES ACQUISITION,SA-4(1),FUNCTIONAL PROPERTIES OF CONTROLS,M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(10),USE OF APPROVED PIV PRODUCTS,L/M/H,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(11),SYSTEM OF RECORDS,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(12),DATA OWNERSHIP,NA,NA,NA,NA,NO,NO,NO,NO
O,SYSTEM AND SERVICES ACQUISITION,SA-4(2),DESIGN AND IMPLEMENTATION INFORMATION FOR CONTROLS,M/H,NA,NA,NA,NO,NO,NO,NO
